Date,FCU 07/01 Control Temperature_mean,FCU 07/01 Control Temperature_max,FCU 07/01 Control Temperature_min
2025-02-11,18.208669057024306,18.672206771,16.87337139
2025-02-12,18.146664926982638,18.734068629,15.982487512
2025-02-13,18.310800812961805,18.838736681,17.30829918
2025-02-14,18.251525556090275,18.705907067,17.244093463
2025-02-15,17.66452170560764,17.910712892,17.100596785
2025-02-16,17.38502109190625,18.216418583,17.146638884
2025-02-17,18.185004877152778,20.953058379,15.655427508
2025-02-18,17.92371864540625,18.636873915,16.381642354
2025-02-19,18.04546953132986,18.653144436,17.099174118
2025-02-20,18.030757585486114,18.743059072,16.903744885
2025-02-21,18.364055460927084,18.778442171,17.290320626
2025-02-22,19.5919606060625,21.465704322,18.661599252
2025-02-23,19.089441945802083,19.587014245,18.901214067
2025-02-24,19.04496927876736,22.181463075,17.19335671
2025-02-25,19.162514938534724,19.836075142,17.755150616
2025-02-26,19.134413411847223,19.710529796,17.49960958
2025-02-27,18.976890720430553,19.698515893,16.244396542
2025-02-28,19.068506606027874,19.919240125,17.169963821
2025-03-01,19.94213925809722,21.102854884,19.203623854
2025-03-02,19.761241137166664,20.607169143,18.839402297
2025-03-03,19.240090640774305,22.05986919,17.410774208
2025-03-04,19.148457621833334,19.950058181,17.41152033
2025-03-05,19.27145290255903,20.345911236,17.446299515
2025-03-06,19.8815869363125,21.203607871,17.438829827
2025-03-07,19.543398169368054,21.191535322,18.078736642
2025-03-08,21.435421694538192,23.345754766,20.420835053
2025-03-09,21.578053205131944,23.362739535,20.642538585
2025-03-10,20.019640551506946,21.943299395,17.855701893
2025-03-11,19.68676977329091,20.390714697,17.472768348
2025-03-12,,,
2025-03-13,,,
2025-03-14,,,
2025-03-15,,,
2025-03-16,,,
2025-03-17,,,
2025-03-18,,,
2025-03-19,,,
2025-03-20,,,
2025-03-21,,,
2025-03-22,,,
2025-03-23,,,
2025-03-24,,,
2025-03-25,,,
2025-03-26,,,
2025-03-27,,,
2025-03-28,,,
2025-03-29,,,
2025-03-30,,,
2025-03-31,,,
2025-04-01,,,
2025-04-02,,,
2025-04-03,,,
2025-04-04,,,
2025-04-05,,,
2025-04-06,,,
2025-04-07,,,
2025-04-08,,,
2025-04-09,,,
2025-04-10,,,
2025-04-11,,,
2025-04-12,,,
2025-04-13,,,
2025-04-14,,,
2025-04-15,,,
2025-04-16,,,
2025-04-17,,,
2025-04-18,,,
2025-04-19,,,
2025-04-20,,,
2025-04-21,,,
2025-04-22,,,
2025-04-23,,,
2025-04-24,,,
2025-04-25,,,
2025-04-26,,,
2025-04-27,,,
2025-04-28,,,
2025-04-29,,,
2025-04-30,,,
2025-05-01,,,
2025-05-02,,,
2025-05-03,,,
2025-05-04,,,
2025-05-05,,,
2025-05-06,,,
2025-05-07,,,
2025-05-08,,,
2025-05-09,,,
2025-05-10,,,
2025-05-11,,,
2025-05-12,,,
2025-05-13,,,
2025-05-14,,,
2025-05-15,,,
2025-05-16,,,
2025-05-17,,,
2025-05-18,,,
2025-05-19,,,
2025-05-20,,,
2025-05-21,,,
2025-05-22,,,
2025-05-23,,,
2025-05-24,,,
2025-05-25,,,
2025-05-26,,,
2025-05-27,,,
2025-05-28,,,
2025-05-29,,,
2025-05-30,,,
2025-05-31,,,
2025-06-01,,,
2025-06-02,,,
2025-06-03,,,
2025-06-04,,,
2025-06-05,,,
2025-06-06,,,
2025-06-07,,,
2025-06-08,,,
2025-06-09,,,
2025-06-10,,,
2025-06-11,,,
2025-06-12,,,
2025-06-13,,,
2025-06-14,,,
2025-06-15,,,
2025-06-16,,,
2025-06-17,,,
2025-06-18,,,
2025-06-19,,,
2025-06-20,,,
2025-06-21,,,
2025-06-22,,,
2025-06-23,,,
2025-06-24,,,
2025-06-25,,,
2025-06-26,21.958243322659257,22.078037924,21.701797519
2025-06-27,21.987552706708335,22.136977484,21.805075957
2025-06-28,21.994073202621525,22.152772878,21.870236777
2025-06-29,21.86877284828125,22.19193767,21.434887651
2025-06-30,21.984536189041812,22.156791012,21.804718281
2025-07-01,21.8625138360625,22.116104895,21.398128036
2025-07-02,21.56810581242361,22.179457561,21.072310154
2025-07-03,21.695527551031248,22.177891933,21.146247773
2025-07-04,21.762403204059027,22.104949112,21.420902796
2025-07-05,21.869452064201386,22.089816018,21.561214033
2025-07-06,21.76101508476736,22.121237967,20.820303633
2025-07-07,21.659852970423614,22.112114385,21.18118757
2025-07-08,21.690967891739586,22.161782487,21.110624461
2025-07-09,21.90381726371875,22.142788242,21.620929197
2025-07-10,21.95879493462847,22.142242959,21.819063245
2025-07-11,21.971601923434026,22.15693725,21.741683533
2025-07-12,21.996216552795136,22.140265592,21.855020289
2025-07-13,21.96108110470139,22.149127437,21.63985064
2025-07-14,21.977907609572917,22.138982985,21.478693525
2025-07-15,21.533371397052083,22.083344195,21.110528353
2025-07-16,21.808560789652777,23.239491776,20.957421356
2025-07-17,22.223580318791665,23.221680291,20.384125479
2025-07-18,22.304700727836806,23.084129959,21.097475356
2025-07-19,23.427666599079863,23.735424403,23.090976122
2025-07-20,24.286200735520836,25.17808488,23.572967738
2025-07-21,22.90658636676389,24.622128753,20.957793163
2025-07-22,22.55388706480903,23.591715296,21.218577688
2025-07-23,22.335151327621528,23.375216811,19.026585943
2025-07-24,22.25798504960764,23.221847843,20.205339525
2025-07-25,22.04572097382639,23.181449981,19.17874622
2025-07-26,23.62353728988542,24.487835388,23.053732039
2025-07-27,24.29712089050347,25.290665136,23.682244619
2025-07-28,22.991544963104168,24.666701131,19.695490474
2025-07-29,22.833333553243055,23.915968446,19.832826177
2025-07-30,22.437313894743056,23.739508325,19.862091682
2025-07-31,22.360015730313588,23.242282897,19.4724832
2025-08-01,21.75717710940972,23.043890149,18.952873842
2025-08-02,23.71644169259375,25.661909992,22.687424429
2025-08-03,25.117162712427085,27.013930956,23.981767476
2025-08-04,22.991715806600695,25.70090885,19.84443672
2025-08-05,22.951259935062502,24.517104033,19.243705616
2025-08-06,22.790139684982638,24.089148409,19.368931018
2025-08-07,22.70397638154514,23.677724252,19.976239809
2025-08-08,22.25692105287847,23.617425847,19.417066968
2025-08-09,24.428418159819444,26.319114508,23.421343213
2025-08-10,25.88932256801389,27.82102535,24.717781517
2025-08-11,23.34758401492014,26.512422181,20.382912257
2025-08-12,22.414522158538194,23.828392447,19.722194799
2025-08-13,22.61010466835764,23.71633346,20.735297773
2025-08-14,22.52429680790278,23.650534098,20.860903918
2025-08-15,22.20925222657639,23.39201257,19.487999243
2025-08-16,24.425623862291665,26.464706552,23.258021401
2025-08-17,25.784207235368054,27.582592176,24.475246207
2025-08-18,23.25714256019097,26.488846148,19.918295846
2025-08-19,22.47031166088889,23.657798768,19.315219378
2025-08-20,22.10182311047222,23.061262386,19.073970913
2025-08-21,22.10928996698611,23.061505515,18.680551249
2025-08-22,22.069150960631944,23.084961109,19.269397813
2025-08-23,23.465246847618054,24.305253361,22.843596807
2025-08-24,24.14928105928125,24.90839404,23.360388679
2025-08-25,22.79937343417361,24.538619462,20.590260512
2025-08-26,23.00029762979514,24.044973547,21.476537245
2025-08-27,22.855456708517362,23.848953428,20.555442235
2025-08-28,22.673636978944444,23.506802191,20.398080832
2025-08-29,22.350402310319442,23.383361438,19.448951152
2025-08-30,23.95810389006597,24.708618922,23.312372501
2025-08-31,24.831415544783972,26.357895926,23.766278402
2025-09-01,23.12680767148611,25.199698453,20.396681155
2025-09-02,22.29608635165278,23.346321142,19.632366516
2025-09-03,22.50701357573264,23.258434657,20.469310925
2025-09-04,22.257243406986113,22.892982027,19.609680307
2025-09-05,22.07869723292361,22.985912688,18.817753692
2025-09-06,23.60251439729861,24.776501463,22.734214851
2025-09-07,24.466665052552084,25.207234565,23.661026309
2025-09-08,22.672416758927085,24.638834006,19.272513456
2025-09-09,22.788628937590275,23.587180047,19.663360476
2025-09-10,21.9512754614375,23.556782826,18.964640712
2025-09-11,21.872554539979166,23.121724229,18.721087633
2025-09-12,21.16205744864236,22.702330091,18.351895499
2025-09-13,23.225600434284722,23.95261475,22.634219766
2025-09-14,23.252996793319443,23.411324192,23.055697572
2025-09-15,21.695931083690972,23.170752805,18.821773496
2025-09-16,21.729288407711806,22.851836063,18.5808398
2025-09-17,22.727604103052084,23.94040191,18.871380575
2025-09-18,22.785298975295138,23.648786128,19.410086052
2025-09-19,22.58224590198264,23.678717367,21.381854305
2025-09-20,23.101815177083335,23.230983125,22.95458711
2025-09-21,23.33684326384375,24.4049369,22.687217546
2025-09-22,22.077773400385418,23.302581014,17.886554612
2025-09-23,22.327495509645832,23.52279717,18.292052361
2025-09-24,22.46133752226042,23.401229603,18.636785115
2025-09-25,22.675140533475695,23.947459069,19.324850914
2025-09-26,22.626570087229165,23.501194101,20.177009941
2025-09-27,23.637371774125,24.606830228,23.151159685
2025-09-28,24.218970055618055,26.184743498,23.254088319
2025-09-29,22.774107094774305,24.252487583,19.067255102
2025-09-30,22.51788082165972,23.202931386,19.17126971
2025-10-01,22.45656726585764,23.183814525,19.904329331
2025-10-02,22.39007278170139,22.926438524,20.999907941
2025-10-03,22.340640630746528,22.804473617,20.212006576
2025-10-04,22.348136384815973,23.423321048,18.545033685
2025-10-05,23.073750712753473,24.169217888,22.506793957
2025-10-06,22.247146371753473,23.033612845,19.071002549
2025-10-07,22.41727554182986,23.025035502,20.996234818
2025-10-08,22.51536534407292,23.292665387,20.022362154
2025-10-09,22.637815303190973,23.512609267,20.688707709
2025-10-10,22.49606054295486,23.236805574,20.428025195
2025-10-11,23.668991282270834,25.636252347,22.710984034
2025-10-12,24.129166501774307,26.085348739,23.164309551
2025-10-13,23.028926046600695,24.448076869,19.421894921
2025-10-14,22.83605754834028,23.909528928,19.723465714
2025-10-15,22.626731047208335,23.34000202,19.149878846
2025-10-16,22.389634421753474,22.912023794,19.654692268
2025-10-17,22.277088114621527,22.731154357,20.214210918
2025-10-18,22.66071703840972,22.826194655,22.351298809
2025-10-19,22.23849717185764,22.461766474,22.045270918
2025-10-20,22.052026449197918,22.460915095,19.535861013
2025-10-21,22.410687968142362,22.97829379,20.51841052
2025-10-22,22.665241621805556,23.38287701,21.191129792
2025-10-23,23.103853510229168,23.894404825,21.526686803
2025-10-24,22.448472404697917,23.228918225,19.936666928
2025-10-25,23.122364726906248,24.790188039,22.328993731
2025-10-26,22.165195434473333,22.887557504,21.786521775
2025-10-27,21.89476281851389,23.286911921,19.719881677
2025-10-28,22.299554194118056,23.086191498,19.532697051
2025-10-29,22.450372801600693,22.999873697,19.650335046
2025-10-30,22.336803445284723,22.95599701,20.138120874
2025-10-31,22.095463202383275,22.636570511,19.543220079
2025-11-01,22.82443214446875,23.816994407,22.425218428
2025-11-02,22.53214713464236,23.619482644,21.91632209
2025-11-03,22.015986752152777,22.576782746,19.758197625
2025-11-04,22.52297247221875,22.961823536,20.425133616
2025-11-05,22.757863847586805,23.153587665,20.403070937
2025-11-06,22.747626270274306,23.076064141,19.966678325
2025-11-07,22.44505949125694,23.029221371,19.660628736
2025-11-08,23.125672120017363,23.839605849,22.822624091
2025-11-09,22.360213090256945,22.845427253,21.975889364
2025-11-10,21.890405200381945,22.706924495,19.36799052
2025-11-11,21.987477498940972,22.671721383,19.575228358
2025-11-12,22.229157929447915,22.596432136,19.654433565
2025-11-13,22.526957926270835,22.997325983,20.403742752
2025-11-14,22.37723533701042,22.716366246,20.415773052
2025-11-15,22.212672230690973,22.460974211,21.911933265
2025-11-16,21.79255765786458,22.41732659,21.403091109
2025-11-17,21.874828341468753,23.189091402,20.5277634
2025-11-18,21.9744409765,23.250340137,16.883344563
2025-11-19,22.453387439440974,24.447957903,18.200613142
2025-11-20,22.29612876822222,23.745674356,19.606006413
2025-11-21,22.521568316993054,23.935431916,17.314888107
2025-11-22,22.235841280069444,22.789619987,21.801514917
2025-11-23,21.27978884079514,21.800140567,17.727505792
2025-11-24,22.090404928927082,23.222185749,20.163380554
2025-11-25,22.76205054605903,24.542525306,20.681015675
2025-11-26,22.061527630618055,23.821883161,19.492542132
2025-11-27,22.930806625784722,23.772252844,19.85057044
2025-11-28,22.974226817770834,23.760673231,20.456449717
2025-11-29,22.68418904865972,23.061120287,22.20918139
2025-11-30,21.14875292420906,23.77877664,17.982468209
2025-12-01,22.242056042503474,23.25184495,19.584592034
2025-12-02,22.71938897744097,23.936613227,19.911652813
2025-12-03,22.170939509697916,24.890974737,19.534848247
2025-12-04,21.392469132111113,23.690581534,19.38010431
2025-12-05,21.97220159671875,23.592552376,19.574971413
2025-12-06,22.00596826417361,22.80537478,19.464846339
2025-12-07,21.481089602440974,23.251449072,18.283612053
2025-12-08,22.450329870833333,23.616568054,19.780423481
2025-12-09,22.618634835597224,23.227482296,19.921354137
2025-12-10,22.771100846440973,24.24200309,19.606997933
2025-12-11,22.65669243151389,23.214674047,19.560038448
2025-12-12,22.75574336926042,23.412025822,20.341362267
2025-12-13,22.463723487246526,22.803027628,22.005901336
2025-12-14,21.70231708229514,22.004568384,19.915485771
2025-12-15,22.24266563715972,23.292041227,20.314321978
2025-12-16,22.812409618489582,23.949629025,20.765687053
2025-12-17,22.25353713729167,23.32669064,18.376735869
2025-12-18,22.953081958229166,23.717837252,20.383972715
2025-12-19,22.990455769145836,23.695436544,20.628114114
2025-12-20,22.489546820222223,23.072314905,21.96744942
2025-12-21,21.952253958802082,23.731605688,21.766597004
2025-12-22,22.44354762371875,23.355428678,20.445420031
2025-12-23,22.61046439496875,23.218234585,20.314721871
2025-12-24,22.4220415356875,22.889265416,20.005368215
2025-12-25,22.032330285930556,22.413934349,20.089062972
2025-12-26,21.910272115440975,22.258641771,19.813249861
2025-12-27,21.70075584165625,21.945729898,21.420578658
2025-12-28,21.204198787899305,22.105155499,20.912533454
2025-12-29,21.671333691520832,22.373959104,20.012466972
2025-12-30,21.876254834788195,22.500873188,19.635733125
2025-12-31,22.115905562243903,23.186478788,20.188289665
2026-01-01,22.010031399975695,22.360961747,19.890030086
2026-01-02,22.253376423996528,23.502398753,19.970750448
2026-01-03,20.447721259163195,22.082192926,15.988072456
2026-01-04,18.705292035034724,20.592156397,16.940365138
2026-01-05,20.414968170770834,23.456784406,18.297971679
2026-01-06,21.07977213004514,22.778200873,17.743086525
2026-01-07,22.138236937336803,23.471282485,17.177904285
2026-01-08,21.736649974177084,24.008622756,19.063155327
2026-01-09,22.66955153517361,23.663390433,20.539830419
2026-01-10,20.943797291715278,22.717263956,17.642627432
2026-01-11,20.334773196979167,22.341024434,17.462584969
2026-01-12,22.26197701348264,23.877547921,17.791174707
2026-01-13,23.030548781447916,24.475105099,20.682610705
2026-01-14,23.28500882611111,24.401548466,20.86953306
2026-01-15,23.50661325460417,24.647314633,21.011270704
2026-01-16,22.8707202685625,24.092356325,19.553027727
2026-01-17,21.376225205743054,23.082166507,17.660497978
2026-01-18,20.63631373222917,22.51880068,17.055200897
2026-01-19,22.414360598836808,23.599051663,17.747830439
2026-01-20,22.78241649515625,23.625862722,20.634351602
2026-01-21,22.783417392430557,23.563046619,20.708928211
2026-01-22,21.825536918659722,23.351668193,19.290394673
2026-01-23,21.35143763517708,23.205804514,19.326853382
2026-01-24,19.334251648427085,20.560280632,17.415594852
2026-01-25,19.680359910597222,21.561484033,17.968452637
2026-01-26,21.265373778895835,23.325971098,17.106930975
2026-01-27,21.018722406253474,23.378677548,18.917442139
2026-01-28,21.072953888288193,23.418080776,19.027141849
2026-01-29,21.207802842024304,23.737585108,19.019199159
2026-01-30,21.156461517663196,23.541041489,19.358391657
2026-01-31,20.266245489529616,21.672773676,17.907915
2026-03-01,21.68678374196875,22.488208768,18.040255887
2026-03-02,22.44405974914236,23.4035773,19.020357041
2026-03-03,23.310156137760416,24.683234811,19.756832657
2026-03-04,22.113863073145833,24.750532315,18.688164086
2026-03-05,21.31208924251736,24.903811456,18.48583314
2026-03-06,21.00889808681597,24.003800905,16.438950936
2026-03-07,19.19678387043403,19.729488173,17.985549116
2026-03-08,19.05657259546875,19.338575342,18.589001436
2026-03-09,20.795981330197918,24.048588528,18.281632903
2026-03-10,20.978467298246528,24.28267949,18.552984014
2026-03-11,21.145035943489585,24.574026312,19.00299547
2026-03-12,20.99609382190278,23.719820875,18.958704103
2026-03-13,20.97271998363889,23.787926966,18.905542342
2026-03-14,19.230409531781252,19.633697681,18.757229501
2026-03-15,19.05315425573264,19.412987081,18.541792196
2026-03-16,20.679342984583332,23.329993683,18.573072051
2026-03-17,21.16389760621875,24.784855801,18.567764496
2026-03-18,21.141181559986112,24.884373939,18.423585725
2026-03-19,20.96424890725,23.955014994,18.191828766
2026-03-20,20.997860241100696,24.524076527,18.368023096
2026-03-21,19.32527098497222,21.002746707,17.995950692
2026-03-22,18.90043980189236,19.168271198,17.287811078
2026-03-23,20.68878286351736,23.421476392,18.65592077
2026-03-24,20.846815984465277,24.032897562,18.529359859
2026-03-25,22.207155584930558,24.277004143,19.283584415
2026-03-26,23.234877590902776,24.448301948,19.948429978
2026-03-27,23.533047417371527,24.577246012,20.051730283
2026-03-28,23.998082958690972,25.641348844,23.12385071
2026-03-29,23.074210120536232,23.746858741,22.61015474
2026-03-30,22.84073001313889,23.990020606,18.167990027
2026-03-31,23.49995069949129,24.936001738,18.504860456
